load_zone,timestamp,component,injects_or_withdraws,value
Jiangsu,2050.12.12.00,zone_demand_mw,withdraws,-130059.555298391
Jiangsu,2050.12.12.04,ZoneTotalDistributedDispatch,injects,0.0
Jiangsu,2050.12.12.04,InjectIntoDistributedGrid,injects,119613.75092307804
Jiangsu,2050.12.12.04,zone_demand_mw,withdraws,-119613.750923078
Jiangsu,2050.12.12.08,ZoneTotalDistributedDispatch,injects,0.0
Jiangsu,2050.12.12.08,InjectIntoDistributedGrid,injects,131208.043670752
Jiangsu,2050.12.12.08,zone_demand_mw,withdraws,-131208.043670752
Jiangsu,2050.12.12.12,ZoneTotalDistributedDispatch,injects,0.0
Jiangsu,2050.12.12.12,InjectIntoDistributedGrid,injects,151799.14963840996
Jiangsu,2050.12.12.12,zone_demand_mw,withdraws,-151799.14963841
Jiangsu,2050.12.12.16,ZoneTotalDistributedDispatch,injects,0.0
Jiangsu,2050.12.12.16,InjectIntoDistributedGrid,injects,154699.99566681002
Jiangsu,2050.12.12.16,zone_demand_mw,withdraws,-154699.99566681
Jiangsu,2050.12.12.20,ZoneTotalDistributedDispatch,injects,0.0
Jiangsu,2050.12.12.20,InjectIntoDistributedGrid,injects,149841.304602856
Jiangsu,2050.12.12.20,zone_demand_mw,withdraws,-149841.304602856
Shanghai,2040.06.26.00,ZoneTotalDistributedDispatch,injects,0.0
Shanghai,2040.06.26.00,InjectIntoDistributedGrid,injects,28592.587131959997
Shanghai,2040.06.26.00,zone_demand_mw,withdraws,-28592.58713196
Shanghai,2040.06.26.04,ZoneTotalDistributedDispatch,injects,0.0
Shanghai,2040.06.26.04,InjectIntoDistributedGrid,injects,24896.366687691105
Shanghai,2040.06.26.04,zone_demand_mw,withdraws,-24896.3666876911
Shanghai,2040.06.26.08,ZoneTotalDistributedDispatch,injects,0.0
Shanghai,2040.06.26.08,InjectIntoDistributedGrid,injects,31178.014877222195
Shanghai,2040.06.26.08,zone_demand_mw,withdraws,-31178.0148772222
Shanghai,2040.06.26.12,ZoneTotalDistributedDispatch,injects,0.0
Shanghai,2040.06.26.12,InjectIntoDistributedGrid,injects,38343.839440240896
Shanghai,2040.06.26.12,zone_demand_mw,withdraws,-38343.8394402409
Shanghai,2040.06.26.16,ZoneTotalDistributedDispatch,injects,0.0
Shanghai,2040.06.26.16,InjectIntoDistributedGrid,injects,37867.51145943491
Shanghai,2040.06.26.16,zone_demand_mw,withdraws,-37867.5114594349
Shanghai,2040.06.26.20,ZoneTotalDistributedDispatch,injects,0.0
Shanghai,2040.06.26.20,InjectIntoDistributedGrid,injects,35013.9597206922
Shanghai,2040.06.26.20,zone_demand_mw,withdraws,-35013.9597206922
Shanghai,2040.12.19.00,ZoneTotalDistributedDispatch,injects,0.0
Shanghai,2040.12.19.00,InjectIntoDistributedGrid,injects,32433.157110649503
Shanghai,2040.12.19.00,zone_demand_mw,withdraws,-32433.1571106495
Shanghai,2040.12.19.04,ZoneTotalDistributedDispatch,injects,0.0
Shanghai,2040.12.19.04,InjectIntoDistributedGrid,injects,28240.458568496004
Shanghai,2040.12.19.04,zone_demand_mw,withdraws,-28240.458568496
Shanghai,2040.12.19.08,ZoneTotalDistributedDispatch,injects,0.0
Shanghai,2040.12.19.08,InjectIntoDistributedGrid,injects,35365.860747201295
Shanghai,2040.12.19.08,zone_demand_mw,withdraws,-35365.8607472013
Shanghai,2040.12.19.12,ZoneTotalDistributedDispatch,injects,0.0
Shanghai,2040.12.19.12,InjectIntoDistributedGrid,injects,43494.2022927606
Shanghai,2040.12.19.12,zone_demand_mw,withdraws,-43494.2022927606
Shanghai,2040.12.19.16,ZoneTotalDistributedDispatch,injects,0.0
Shanghai,2040.12.19.16,InjectIntoDistributedGrid,injects,42953.89370975691
Shanghai,2040.12.19.16,zone_demand_mw,withdraws,-42953.8937097569
Shanghai,2040.12.19.20,ZoneTotalDistributedDispatch,injects,0.0
Shanghai,2040.12.19.20,InjectIntoDistributedGrid,injects,39717.0515366834
Shanghai,2040.12.19.20,zone_demand_mw,withdraws,-39717.0515366834
Shanghai,2050.06.12.00,ZoneTotalDistributedDispatch,injects,0.0
Shanghai,2050.06.12.00,InjectIntoDistributedGrid,injects,33842.5424597131
Shanghai,2050.06.12.00,zone_demand_mw,withdraws,-33842.5424597131
Shanghai,2050.06.12.04,ZoneTotalDistributedDispatch,injects,0.0
Shanghai,2050.06.12.04,InjectIntoDistributedGrid,injects,29467.6498783486
Shanghai,2050.06.12.04,zone_demand_mw,withdraws,-29467.6498783486
Shanghai,2050.06.12.08,ZoneTotalDistributedDispatch,injects,0.0
Shanghai,2050.06.12.08,InjectIntoDistributedGrid,injects,36902.6869594655
Shanghai,2050.06.12.08,zone_demand_mw,withdraws,-36902.6869594655
Shanghai,2050.06.12.12,ZoneTotalDistributedDispatch,injects,0.0
Shanghai,2050.06.12.12,InjectIntoDistributedGrid,injects,45384.246215142
Shanghai,2050.06.12.12,zone_demand_mw,withdraws,-45384.246215142
Shanghai,2050.06.12.16,ZoneTotalDistributedDispatch,injects,0.0
Shanghai,2050.06.12.16,InjectIntoDistributedGrid,injects,44820.458480902395
Shanghai,2050.06.12.16,zone_demand_mw,withdraws,-44820.4584809024
Shanghai,2050.06.12.20,ZoneTotalDistributedDispatch,injects,0.0
Shanghai,2050.06.12.20,InjectIntoDistributedGrid,injects,41442.9590810162
Shanghai,2050.06.12.20,zone_demand_mw,withdraws,-41442.9590810162
Shanghai,2050.12.12.00,ZoneTotalDistributedDispatch,injects,0.0
Shanghai,2050.12.12.00,InjectIntoDistributedGrid,injects,38388.2889489498
Shanghai,2050.12.12.00,zone_demand_mw,withdraws,-38388.2889489498
Shanghai,2050.12.12.04,ZoneTotalDistributedDispatch,injects,0.0
Shanghai,2050.12.12.04,InjectIntoDistributedGrid,injects,33425.7587036539
Shanghai,2050.12.12.04,zone_demand_mw,withdraws,-33425.7587036539
Shanghai,2050.12.12.08,ZoneTotalDistributedDispatch,injects,0.0
Shanghai,2050.12.12.08,InjectIntoDistributedGrid,injects,41859.47352149999
Shanghai,2050.12.12.08,zone_demand_mw,withdraws,-41859.4735215
Shanghai,2050.12.12.12,ZoneTotalDistributedDispatch,injects,0.0
Shanghai,2050.12.12.12,InjectIntoDistributedGrid,injects,51480.2798729183
Shanghai,2050.12.12.12,zone_demand_mw,withdraws,-51480.2798729183
Shanghai,2050.12.12.16,ZoneTotalDistributedDispatch,injects,0.0
Shanghai,2050.12.12.16,InjectIntoDistributedGrid,injects,50840.763900569895
Shanghai,2050.12.12.16,zone_demand_mw,withdraws,-50840.7639005699
Shanghai,2050.12.12.20,ZoneTotalDistributedDispatch,injects,0.0
Shanghai,2050.12.12.20,InjectIntoDistributedGrid,injects,47009.59716591691
Shanghai,2050.12.12.20,zone_demand_mw,withdraws,-47009.5971659169
Zhejiang,2040.06.26.00,ZoneTotalDistributedDispatch,injects,0.0
Zhejiang,2040.06.26.00,InjectIntoDistributedGrid,injects,73323.3487433417
Zhejiang,2040.06.26.00,zone_demand_mw,withdraws,-73323.3487433417
Zhejiang,2040.06.26.04,ZoneTotalDistributedDispatch,injects,0.0
Zhejiang,2040.06.26.04,InjectIntoDistributedGrid,injects,63982.895098978195
Zhejiang,2040.06.26.04,zone_demand_mw,withdraws,-63982.8950989782
Zhejiang,2040.06.26.08,ZoneTotalDistributedDispatch,injects,0.0
Zhejiang,2040.06.26.08,InjectIntoDistributedGrid,injects,80753.1098029373
Zhejiang,2040.06.26.08,zone_demand_mw,withdraws,-80753.1098029373
Zhejiang,2040.06.26.12,ZoneTotalDistributedDispatch,injects,0.0
Zhejiang,2040.06.26.12,InjectIntoDistributedGrid,injects,87479.412010289
Zhejiang,2040.06.26.12,zone_demand_mw,withdraws,-87479.412010289
Zhejiang,2040.06.26.16,ZoneTotalDistributedDispatch,injects,0.0
Zhejiang,2040.06.26.16,InjectIntoDistributedGrid,injects,94342.7206964086
Zhejiang,2040.06.26.16,zone_demand_mw,withdraws,-94342.7206964086
Zhejiang,2040.06.26.20,ZoneTotalDistributedDispatch,injects,0.0
Zhejiang,2040.06.26.20,InjectIntoDistributedGrid,injects,83778.1864788643
Zhejiang,2040.06.26.20,zone_demand_mw,withdraws,-83778.1864788643
Zhejiang,2040.12.19.00,ZoneTotalDistributedDispatch,injects,0.0
Zhejiang,2040.12.19.00,InjectIntoDistributedGrid,injects,80988.8029037107
Zhejiang,2040.12.19.00,zone_demand_mw,withdraws,-80988.8029037107
Zhejiang,2040.12.19.04,ZoneTotalDistributedDispatch,injects,0.0
Zhejiang,2040.12.19.04,InjectIntoDistributedGrid,injects,70671.8687729125
Zhejiang,2040.12.19.04,zone_demand_mw,withdraws,-70671.8687729125
Zhejiang,2040.12.19.08,ZoneTotalDistributedDispatch,injects,0.0
Zhejiang,2040.12.19.08,InjectIntoDistributedGrid,injects,89195.2946200604
Zhejiang,2040.12.19.08,zone_demand_mw,withdraws,-89195.2946200604
Zhejiang,2040.12.19.12,ZoneTotalDistributedDispatch,injects,0.0
Zhejiang,2040.12.19.12,InjectIntoDistributedGrid,injects,96624.7856768429
Zhejiang,2040.12.19.12,zone_demand_mw,withdraws,-96624.7856768429
Zhejiang,2040.12.19.16,ZoneTotalDistributedDispatch,injects,0.0
Zhejiang,2040.12.19.16,InjectIntoDistributedGrid,injects,104205.60630184105
Zhejiang,2040.12.19.16,zone_demand_mw,withdraws,-104205.606301841
Zhejiang,2040.12.19.20,ZoneTotalDistributedDispatch,injects,0.0
Zhejiang,2040.12.19.20,InjectIntoDistributedGrid,injects,92536.6223536428
Zhejiang,2040.12.19.20,zone_demand_mw,withdraws,-92536.6223536428
Zhejiang,2050.06.12.00,ZoneTotalDistributedDispatch,injects,0.0
Zhejiang,2050.06.12.00,InjectIntoDistributedGrid,injects,86786.4293525646
Zhejiang,2050.06.12.00,zone_demand_mw,withdraws,-86786.4293525646
Zhejiang,2050.06.12.04,ZoneTotalDistributedDispatch,injects,0.0
Zhejiang,2050.06.12.04,InjectIntoDistributedGrid,injects,75730.9520152577
Zhejiang,2050.06.12.04,zone_demand_mw,withdraws,-75730.9520152577
Zhejiang,2050.06.12.08,ZoneTotalDistributedDispatch,injects,0.0
Zhejiang,2050.06.12.08,InjectIntoDistributedGrid,injects,95580.38713485387
Zhejiang,2050.06.12.08,zone_demand_mw,withdraws,-95580.3871348539
Zhejiang,2050.06.12.12,ZoneTotalDistributedDispatch,injects,0.0
Zhejiang,2050.06.12.12,InjectIntoDistributedGrid,injects,103541.72225288904
Zhejiang,2050.06.12.12,zone_demand_mw,withdraws,-103541.722252889
Zhejiang,2050.06.12.16,ZoneTotalDistributedDispatch,injects,0.0
Zhejiang,2050.06.12.16,InjectIntoDistributedGrid,injects,111665.21994661503
Zhejiang,2050.06.12.16,zone_demand_mw,withdraws,-111665.219946615
Zhejiang,2050.06.12.20,ZoneTotalDistributedDispatch,injects,0.0
Zhejiang,2050.06.12.20,InjectIntoDistributedGrid,injects,99160.90558799224
Zhejiang,2050.06.12.20,zone_demand_mw,withdraws,-99160.9055879922
Zhejiang,2050.12.12.00,ZoneTotalDistributedDispatch,injects,0.0
Zhejiang,2050.12.12.00,InjectIntoDistributedGrid,injects,95859.35642621518
Zhejiang,2050.12.12.00,zone_demand_mw,withdraws,-95859.3564262152
Zhejiang,2050.12.12.04,ZoneTotalDistributedDispatch,injects,0.0
Zhejiang,2050.12.12.04,InjectIntoDistributedGrid,injects,83648.1046159398
Zhejiang,2050.12.12.04,zone_demand_mw,withdraws,-83648.1046159398
Zhejiang,2050.12.12.08,ZoneTotalDistributedDispatch,injects,0.0
Zhejiang,2050.12.12.08,InjectIntoDistributedGrid,injects,105572.66229371402
Zhejiang,2050.12.12.08,zone_demand_mw,withdraws,-105572.662293714
Zhejiang,2050.12.12.12,ZoneTotalDistributedDispatch,injects,0.0
Zhejiang,2050.12.12.12,InjectIntoDistributedGrid,injects,114366.30049730904
Zhejiang,2050.12.12.12,zone_demand_mw,withdraws,-114366.300497309
Zhejiang,2050.12.12.16,ZoneTotalDistributedDispatch,injects,0.0
Zhejiang,2050.12.12.16,InjectIntoDistributedGrid,injects,123339.05426376402
Zhejiang,2050.12.12.16,zone_demand_mw,withdraws,-123339.054263764
Zhejiang,2050.12.12.20,ZoneTotalDistributedDispatch,injects,0.0
Zhejiang,2050.12.12.20,InjectIntoDistributedGrid,injects,109527.49943991899
Zhejiang,2050.12.12.20,zone_demand_mw,withdraws,-109527.499439919
